id,name,nation,role,salary_rank,comma_less_salary,team,season,salary
1424,Sachin Baby,India,Batsman,393,1000000,RR,2013,"10,00,000"
1425,Samuel Badree,West Indies,Bowler,322,1065400,RR,2013,"10,65,400"
1426,Sanju Samson,India,Wicketkeeper Batsman,28,1000000,RR,2013,"10,00,000"
1427,Shane Watson,Australia,All-Rounder,10,69251000,RR,2013,"6,92,51,000"
1428,Shaun Tait,Australia,Bowler,176,15981000,RR,2013,"1,59,81,000"
1429,Shreevats Goswami,India,Wicketkeeper Batsman,212,2000000,RR,2013,"20,00,000"
1430,Siddharth Trivedi,India,Bowler,352,3000000,RR,2013,"30,00,000"
1431,Sreesanth,India,Bowler,118,18400000,RR,2013,"1,84,00,000"
1432,Stuart Binny,India,All-Rounder,107,3000000,RR,2013,"30,00,000"
1433,Vikramjeet Malik,India,Bowler,344,1000000,RR,2013,"10,00,000"
1434,Amit Mishra,India,Bowler,46,13800000,SRH,2013,"1,38,00,000"
1435,Anand Rajan,India,Bowler,480,1000000,SRH,2013,"10,00,000"
1436,Ankit Sharma,India,Bowler,390,1000000,SRH,2013,"10,00,000"
1437,Ashish Reddy,India,All-Rounder,432,1000000,SRH,2013,"10,00,000"
1438,Biplab Samantray,India,All-Rounder,658,1000000,SRH,2013,"10,00,000"
1439,Cameron White,Australia,Batsman,84,58597000,SRH,2013,"5,85,97,000"
1440,Chris Lynn,Australia,Batsman,63,1065400,SRH,2013,"10,65,400"
1441,Clint McKay,Australia,Bowler,330,5327000,SRH,2013,"53,27,000"
1442,Dale Steyn,South Africa,Bowler,32,63924000,SRH,2013,"6,39,24,000"
1443,Darren Sammy,West Indies,All-Rounder,170,22639750,SRH,2013,"2,26,39,750"
1444,Dwaraka Ravi Teja,India,Batsman,382,2000000,SRH,2013,"20,00,000"
1445,Hanuma Vihari,India,All-Rounder,295,800000,SRH,2013,"8,00,000"
1446,Ishant Sharma,India,Bowler,58,20700000,SRH,2013,"2,07,00,000"
1447,Jean-Paul Duminy,South Africa,All-Rounder,82,15981000,SRH,2013,"1,59,81,000"
1448,Karn Sharma,India,Bowler,49,1000000,SRH,2013,"10,00,000"
1449,Kumar Sangakkara,Sri Lanka,Wicketkeeper Batsman,93,37289000,SRH,2013,"3,72,89,000"
1450,Nathan McCullum,New Zealand,Bowler,342,5327000,SRH,2013,"53,27,000"
1451,P Akshath reddy,India,Bowler,657,1000000,SRH,2013,"10,00,000"
1452,Padmanabhan Prasanth,India,All-Rounder,430,1000000,SRH,2013,"10,00,000"
1453,Parthiv Patel,India,Wicketkeeper Batsman,88,29900000,SRH,2013,"2,99,00,000"
1454,Quinton de Kock,South Africa,Wicketkeeper Batsman,71,1065400,SRH,2013,"10,65,400"
1455,Sachin Rana,India,Bowler,392,1000000,SRH,2013,"10,00,000"
1456,Shikhar Dhawan,India,Batsman,13,13800000,SRH,2013,"1,38,00,000"
1457,Sudeep Tyagi,India,Bowler,273,4600000,SRH,2013,"46,00,000"
1458,Thalaivan Sargunam,India,Bowler,707,1000000,SRH,2013,"10,00,000"
1459,Thisara Perera,Sri Lanka,All-Rounder,143,35957250,SRH,2013,"3,59,57,250"
1460,Veer Pratap Singh,India,Bowler,378,1000000,SRH,2013,"10,00,000"
1461,Ashish Nehra,India,Bowler,59,20000000,CSK,2014,"2,00,00,000"
1462,Baba Aparajith,India,All-Rounder,481,1000000,CSK,2014,"10,00,000"
1463,Ben Hilfenhaus,Australia,Bowler,242,10000000,CSK,2014,"1,00,00,000"
1464,Brendon McCullum,New Zealand,Wicketkeeper Batsman,40,32500000,CSK,2014,"3,25,00,000"
1465,David Hussey,Australia,All-Rounder,60,5000000,CSK,2014,"50,00,000"
1466,Dwayne Bravo,West Indies,All-Rounder,33,40000000,CSK,2014,"4,00,00,000"
1467,Dwayne Smith,West Indies,All-Rounder,114,45000000,CSK,2014,"4,50,00,000"
1468,Faf Du Plessis,South Africa,Batsman,67,47500000,CSK,2014,"4,75,00,000"
1469,Ishwar Pandey,India,Bowler,249,15000000,CSK,2014,"1,50,00,000"
1470,John Hastings,Australia,All-Rounder,310,5000000,CSK,2014,"50,00,000"
1471,Matt Henry,New Zealand,Bowler,363,3000000,CSK,2014,"30,00,000"
1472,Mithun Manhas,India,All-Rounder,311,3000000,CSK,2014,"30,00,000"
1473,Mohit Sharma,India,Bowler,73,20000000,CSK,2014,"2,00,00,000"
1474,MS Dhoni,India,Wicketkeeper Batsman,1,125000000,CSK,2014,"12,50,00,000"
1475,Pawan Negi,India,Bowler,132,1000000,CSK,2014,"10,00,000"
1476,Ravichandran Ashwin,India,All-Rounder,15,75000000,CSK,2014,"7,50,00,000"
1477,Ravindra Jadeja,India,All-Rounder,11,55000000,CSK,2014,"5,50,00,000"
1478,Ronit More,India,Bowler,546,1000000,CSK,2014,"10,00,000"
1479,Samuel Badree,West Indies,Bowler,322,3000000,CSK,2014,"30,00,000"
1480,Suresh Raina,India,Batsman,4,95000000,CSK,2014,"9,50,00,000"
1481,Vijay Shankar,India,All-Rounder,131,1000000,CSK,2014,"10,00,000"
1482,Dinesh Karthik,India,Wicketkeeper Batsman,12,125000000,DC,2014,"12,50,00,000"
1483,HS Sharath,India,All-Rounder,709,1000000,DC,2014,"10,00,000"
1484,Imran Tahir,South Africa,Bowler,187,10000000,DC,2014,"1,00,00,000"
1485,James Neesham,New Zealand,All-Rounder,301,10000000,DC,2014,"1,00,00,000"
1486,Jayant Yadav,India,Bowler,287,1000000,DC,2014,"10,00,000"
1487,Jaydev Unadkat,India,Bowler,44,28000000,DC,2014,"2,80,00,000"
1488,Jean-Paul Duminy,South Africa,All-Rounder,82,22000000,DC,2014,"2,20,00,000"
1489,Kedar Jadhav,India,All-Rounder,52,20000000,DC,2014,"2,00,00,000"
1490,Kevin Pietersen,England,Batsman,47,90000000,DC,2014,"9,00,00,000"
1491,Laxmi Shukla,India,All-Rounder,259,15000000,DC,2014,"1,50,00,000"
1492,Manoj Tiwary,India,Batsman,89,28000000,DC,2014,"2,80,00,000"
1493,Mayank Agarwal,India,Batsman,157,16000000,DC,2014,"1,60,00,000"
1494,Milind Kumar,India,All-Rounder,547,1000000,DC,2014,"10,00,000"
1495,Mohammed Shami,India,Bowler,48,42500000,DC,2014,"4,25,00,000"
1496,Murali Vijay,India,Batsman,56,50000000,DC,2014,"5,00,00,000"
1497,Nathan Coulter-Nile,Australia,Bowler,54,42500000,DC,2014,"4,25,00,000"
1498,Quinton de Kock,South Africa,Wicketkeeper Batsman,71,35000000,DC,2014,"3,50,00,000"
1499,Rahul Sharma,India,Bowler,269,19000000,DC,2014,"1,90,00,000"
1500,Rahul Shukla,India,Bowler,450,4000000,DC,2014,"40,00,000"
1501,Ross Taylor,New Zealand,Batsman,98,20000000,DC,2014,"2,00,00,000"
1502,Saurabh Tiwary,India,Batsman,65,7000000,DC,2014,"70,00,000"
1503,Shahbaz Nadeem,India,Bowler,106,8500000,DC,2014,"85,00,000"
1504,Siddarth Kaul,India,Bowler,112,4500000,DC,2014,"45,00,000"
1505,Wayne Parnell,South Africa,Bowler,196,10000000,DC,2014,"1,00,00,000"
1506,Andre Russell,West Indies,All-Rounder,38,6000000,KKR,2014,"60,00,000"
1507,Chris Lynn,Australia,Batsman,63,13000000,KKR,2014,"1,30,00,000"
1508,Debabrata Das,India,Batsman,487,2000000,KKR,2014,"20,00,000"
1509,Gautam Gambhir,India,Batsman,7,125000000,KKR,2014,"12,50,00,000"
1510,Jacques Kallis,South Africa,All-Rounder,53,55000000,KKR,2014,"5,50,00,000"
1511,Kuldeep Yadav,India,Bowler,74,4000000,KKR,2014,"40,00,000"
1512,Manish Pandey,India,Batsman,26,17000000,KKR,2014,"1,70,00,000"
1513,Manvinder Bisla,India,Wicketkeeper Batsman,285,6000000,KKR,2014,"60,00,000"
1514,Morne Morkel,South Africa,Bowler,111,28000000,KKR,2014,"2,80,00,000"
1515,Pat Cummins,Australia,Bowler,43,10000000,KKR,2014,"1,00,00,000"
1516,Piyush Chawla,India,All-Rounder,24,42500000,KKR,2014,"4,25,00,000"
1517,Robin Uthappa,India,Batsman,9,50000000,KKR,2014,"5,00,00,000"
1518,Ryan ten Doeschate,Netherlands,All-Rounder,229,10000000,KKR,2014,"1,00,00,000"
1519,Sayan Mondal,India,All-Rounder,710,1000000,KKR,2014,"10,00,000"
1520,Shakib Al Hasan,Bangladesh,All-Rounder,76,28000000,KKR,2014,"2,80,00,000"
1521,Sunil Narine,West Indies,Bowler,6,95000000,KKR,2014,"9,50,00,000"
1522,Suryakumar Yadav,India,Batsman,113,7000000,KKR,2014,"70,00,000"
1523,Umesh Yadav,India,Bowler,50,26000000,KKR,2014,"2,60,00,000"
1524,Veer Pratap Singh,India,Bowler,378,4000000,KKR,2014,"40,00,000"
1525,Vinay Kumar,India,Bowler,78,28000000,KKR,2014,"2,80,00,000"
1526,Yusuf Pathan,India,All-Rounder,27,32500000,KKR,2014,"3,25,00,000"
1527,Anureet Singh,India,Bowler,360,2000000,KXIP,2014,"20,00,000"
1528,Axar Patel,India,All-Rounder,75,7500000,KXIP,2014,"75,00,000"
1529,Beuran Hendricks,South Africa,Bowler,247,18000000,KXIP,2014,"1,80,00,000"
1530,Cheteshwar Pujara,India,Batsman,144,19000000,KXIP,2014,"1,90,00,000"
1531,David Miller,South Africa,Batsman,20,125000000,KXIP,2014,"12,50,00,000"
1532,George Bailey,Australia,Batsman,179,32500000,KXIP,2014,"3,25,00,000"
1533,Glenn Maxwell,Australia,All-Rounder,18,60000000,KXIP,2014,"6,00,00,000"
1534,Gurkeerat Singh Mann ,India,Batsman,191,13000000,KXIP,2014,"1,30,00,000"
1535,Karanveer Singh,India,Bowler,607,1000000,KXIP,2014,"10,00,000"
1536,Lakshmipathy Balaji,India,Bowler,169,18000000,KXIP,2014,"1,80,00,000"
1537,Manan Vohra,India,Batsman,91,40000000,KXIP,2014,"4,00,00,000"
1538,Mandeep Singh,India,All-Rounder,168,8000000,KXIP,2014,"80,00,000"
1539,Mitchell Johnson,Australia,Bowler,66,65000000,KXIP,2014,"6,50,00,000"
1540,Murali Kartik,India,Bowler,162,10000000,KXIP,2014,"1,00,00,000"
1541,Parvinder Awana,India,Batsman,324,6500000,KXIP,2014,"65,00,000"
1542,Rishi Dhawan,India,All-Rounder,164,30000000,KXIP,2014,"3,00,00,000"
1543,Sandeep Sharma,India,Bowler,116,8500000,KXIP,2014,"85,00,000"
1544,Shardul Thakur,India,Bowler,155,2000000,KXIP,2014,"20,00,000"
1545,Shaun Marsh,Australia,Batsman,120,22000000,KXIP,2014,"2,20,00,000"
1546,Shivam Sharma,India,Bowler,606,1000000,KXIP,2014,"10,00,000"
1547,Thisara Perera,Sri Lanka,All-Rounder,143,16000000,KXIP,2014,"1,60,00,000"
1548,Virender Sehwag,India,Batsman,37,32000000,KXIP,2014,"3,20,00,000"
1549,Wriddhiman Saha,India,Wicketkeeper Batsman,97,22000000,KXIP,2014,"2,20,00,000"
1550,Aditya Tare,India,Wicketkeeper Batsman,201,16000000,MI,2014,"1,60,00,000"
1551,Ambati Rayudu,India,Batsman,68,40000000,MI,2014,"4,00,00,000"
1552,Apoorv Wankhade,India,Batsman,511,1000000,MI,2014,"10,00,000"
1553,Ben Dunk,Australia,Wicketkeeper Batsman,608,2000000,MI,2014,"20,00,000"
1554,Chidhambaram Gautam,India,Wicketkeeper Batsman,421,2000000,MI,2014,"20,00,000"
1555,Corey Anderson,New Zealand,All-Rounder,109,45000000,MI,2014,"4,50,00,000"
1556,Harbhajan Singh,India,Bowler,22,55000000,MI,2014,"5,50,00,000"
1557,Jalaj Saxena,India,All-Rounder,431,0,MI,2014,0
1558,Jasprit Bumrah,India,All-Rounder,55,12000000,MI,2014,"1,20,00,000"
1559,Josh Hazlewood,Australia,Bowler,224,5000000,MI,2014,"50,00,000"
1560,Kieron Pollard,West Indies,All-Rounder,14,75000000,MI,2014,"7,50,00,000"
1561,Krishmar Santokie,West Indies,Bowler,548,3000000,MI,2014,"30,00,000"
1562,Lasith Malinga,Sri Lanka,Bowler,29,95000000,MI,2014,"9,50,00,000"
1563,Lendl Simmons,West Indies,Batsman,297,5000000,MI,2014,"50,00,000"
1564,Marchant De Lange,South Africa,Bowler,361,3000000,MI,2014,"30,00,000"
1565,Michael Hussey,Australia,Batsman,121,50000000,MI,2014,"5,00,00,000"
1566,Pawan Suyal,India,Bowler,458,1000000,MI,2014,"10,00,000"
1567,Pragyan Ojha,India,Bowler,156,32500000,MI,2014,"3,25,00,000"
1568,Praveen Kumar,India,Bowler,79,5000000,MI,2014,"50,00,000"
1569,Rohit Sharma,India,Batsman,2,125000000,MI,2014,"12,50,00,000"
1570,Shreyas Gopal,India,All-Rounder,358,1000000,MI,2014,"10,00,000"
1571,Sushant Marathe,India,Wicketkeeper Batsman,473,1000000,MI,2014,"10,00,000"
1572,Zaheer Khan,India,Bowler,57,26000000,MI,2014,"2,60,00,000"
1573,AB de Villiers,South Africa,Wicketkeeper Batsman,5,95000000,RCB,2014,"9,50,00,000"
1574,Abu Nechim Ahmed,India,Bowler,312,3000000,RCB,2014,"30,00,000"
1575,Albie Morkel,South Africa,All-Rounder,95,24000000,RCB,2014,"2,40,00,000"
1576,Ashok Dinda,India,Bowler,167,15000000,RCB,2014,"1,50,00,000"
1577,Chris Gayle,West Indies,All-Rounder,21,75000000,RCB,2014,"7,50,00,000"
1578,Harshal Patel,India,Bowler,281,4000000,RCB,2014,"40,00,000"
1579,Mitchell Starc,Australia,Bowler,92,50000000,RCB,2014,"5,00,00,000"
1580,Muttiah Muralitharan,Sri Lanka,Bowler,119,10000000,RCB,2014,"1,00,00,000"
1581,Nic Maddinson,Australia,Batsman,366,5000000,RCB,2014,"50,00,000"
1582,Parthiv Patel,India,Wicketkeeper Batsman,88,14000000,RCB,2014,"1,40,00,000"
1583,Ravi Rampaul,West Indies,Bowler,284,9000000,RCB,2014,"90,00,000"
1584,Rilee Rossouw,South Africa,Batsman,416,3000000,RCB,2014,"30,00,000"
1585,Sachin Rana,India,Bowler,392,2000000,RCB,2014,"20,00,000"
1586,Sandeep Warrier,India,Bowler,394,1000000,RCB,2014,"10,00,000"
1587,Shadab Jakati,India,Bowler,251,2000000,RCB,2014,"20,00,000"
1588,Tanmay Mishra,Kenya,Batsman,604,1000000,RCB,2014,"10,00,000"
1589,Varun Aaron,India,Bowler,126,20000000,RCB,2014,"2,00,00,000"
1590,Vijay Zol,India,Batsman,423,3000000,RCB,2014,"30,00,000"
1591,Virat Kohli,India,Batsman,3,125000000,RCB,2014,"12,50,00,000"
1592,Yogesh Takawale,India,Wicketkeeper Batsman,455,1000000,RCB,2014,"10,00,000"
1593,Yuvraj Singh,India,Batsman,8,140000000,RCB,2014,"14,00,00,000"
1594,Yuzvendra Chahal,India,Bowler,77,1000000,RCB,2014,"10,00,000"
1595,Abhishek Nayar,India,All-Rounder,140,10000000,RR,2014,"1,00,00,000"
1596,Ajinkya Rahane,India,Batsman,23,75000000,RR,2014,"7,50,00,000"
1597,Amit K Mishra,India,Bowler,708,1000000,RR,2014,"10,00,000"
1598,Ankit Sharma,India,Bowler,390,1000000,RR,2014,"10,00,000"
1599,Ankush Bains,India,Wicketkeeper Batsman,459,1000000,RR,2014,"10,00,000"
1600,Ben Cutting,Australia,Bowler,178,8000000,RR,2014,"80,00,000"
1601,Brad Hodge,Australia,Batsman,166,24000000,RR,2014,"2,40,00,000"
1602,Deepak Hooda,India,All-Rounder,105,4000000,RR,2014,"40,00,000"
1603,Dhawal Kulkarni,India,Bowler,161,11000000,RR,2014,"1,10,00,000"
1604,Dishant Yagnik,India,Wicketkeeper Batsman,332,3000000,RR,2014,"30,00,000"
1605,Iqbal Abdulla,India,All-Rounder,291,6500000,RR,2014,"65,00,000"
1606,James Faulkner,Australia,All-Rounder,51,95000000,RR,2014,"9,50,00,000"
1607,Kane Richardson,Australia,Bowler,115,10000000,RR,2014,"1,00,00,000"
1608,Karun Nair,India,Batsman,64,7500000,RR,2014,"75,00,000"
1609,Kevon Cooper,West Indies,All-Rounder,406,3000000,RR,2014,"30,00,000"
1610,Pravin Tambe,India,Bowler,409,1000000,RR,2014,"10,00,000"
1611,Rahul Tewatia,India,Bowler,142,1000000,RR,2014,"10,00,000"
1612,Rajat Bhatia,India,All-Rounder,200,17000000,RR,2014,"1,70,00,000"
1613,Sanju Samson,India,Wicketkeeper Batsman,28,40000000,RR,2014,"4,00,00,000"
1614,Shane Watson,Australia,All-Rounder,10,125000000,RR,2014,"12,50,00,000"
1615,Steven Smith,Australia,Batsman,31,40000000,RR,2014,"4,00,00,000"
1616,Stuart Binny,India,All-Rounder,107,55000000,RR,2014,"5,50,00,000"
1617,Tim Southee,New Zealand,Bowler,163,12000000,RR,2014,"1,20,00,000"
1618,Unmukt Chand,India,Batsman,292,6500000,RR,2014,"65,00,000"
1619,Vikramjeet Malik,India,Bowler,344,2000000,RR,2014,"20,00,000"
1620,Aaron Finch,Australia,Batsman,85,40000000,SRH,2014,"4,00,00,000"
1621,Amit Mishra,India,Bowler,46,47500000,SRH,2014,"4,75,00,000"
1622,Amit paunikar,India,Wicketkeeper Batsman,438,2000000,SRH,2014,"20,00,000"
1623,Ashish Reddy,India,All-Rounder,432,2000000,SRH,2014,"20,00,000"
1624,Bhuvneshwar kumar,India,Bowler,25,42500000,SRH,2014,"4,25,00,000"
1625,Brendan Taylor,Zimbabwe,Wicketkeeper Batsman,549,3000000,SRH,2014,"30,00,000"
1626,Chama Milind,India,Bowler,512,1000000,SRH,2014,"10,00,000"
1627,Dale Steyn,South Africa,Bowler,32,95000000,SRH,2014,"9,50,00,000"
1628,Darren Sammy,West Indies,All-Rounder,170,35000000,SRH,2014,"3,50,00,000"
1629,David Warner,Australia,Batsman,16,55000000,SRH,2014,"5,50,00,000"
1630,Irfan Pathan,India,All-Rounder,36,24000000,SRH,2014,"2,40,00,000"
1631,Ishant Sharma,India,Bowler,58,26000000,SRH,2014,"2,60,00,000"
1632,Jason Holder,West Indies,All-Rounder,260,7500000,SRH,2014,"75,00,000"
1633,Karn Sharma,India,Bowler,49,37500000,SRH,2014,"3,75,00,000"
1634,KL Rahul,India,Batsman,30,10000000,SRH,2014,"1,00,00,000"
1635,Manpreet Juneja,India,Batsman,545,1000000,SRH,2014,"10,00,000"
1636,Moises Henriques,Australia,All-Rounder,117,10000000,SRH,2014,"1,00,00,000"
1637,Naman Ojha,India,Wicketkeeper Batsman,188,5000000,SRH,2014,"50,00,000"
1638,Padmanabhan Prasanth,India,All-Rounder,430,3000000,SRH,2014,"30,00,000"
1639,Parvez Rasool,India,All-Rounder,263,9500000,SRH,2014,"95,00,000"
1640,Ricky Bhui,India,Batsman,410,1000000,SRH,2014,"10,00,000"
1641,Shikhar Dhawan,India,Batsman,13,125000000,SRH,2014,"12,50,00,000"
1642,Srikkanth Anirudha ,India,Batsman,356,2000000,SRH,2014,"20,00,000"
1643,Venugopal Rao,India,Batsman,158,5500000,SRH,2014,"55,00,000"
1644,Andrew Tye,Australia,Bowler,103,2000000,CSK,2015,"20,00,000"
1645,Ankush Bains,India,Wicketkeeper Batsman,459,1000000,CSK,2015,"10,00,000"
1646,Ashish Nehra,India,Bowler,59,20000000,CSK,2015,"2,00,00,000"
1647,Baba Aparajith,India,All-Rounder,481,1000000,CSK,2015,"10,00,000"
1648,Brendon McCullum,New Zealand,Wicketkeeper Batsman,40,32500000,CSK,2015,"3,25,00,000"
1649,Dwayne Bravo,West Indies,All-Rounder,33,40000000,CSK,2015,"4,00,00,000"
1650,Dwayne Smith,West Indies,All-Rounder,114,45000000,CSK,2015,"4,50,00,000"
1651,Eklavya Dwivedi,India,Wicketkeeper Batsman,296,1000000,CSK,2015,"10,00,000"
1652,Faf Du Plessis,South Africa,Batsman,67,47500000,CSK,2015,"4,75,00,000"
1653,Irfan Pathan,India,All-Rounder,36,15000000,CSK,2015,"1,50,00,000"
1654,Ishwar Pandey,India,Bowler,249,15000000,CSK,2015,"1,50,00,000"
1655,Kyle Abbott,South Africa,Bowler,265,3000000,CSK,2015,"30,00,000"
1656,Matt Henry,New Zealand,Bowler,363,3000000,CSK,2015,"30,00,000"
1657,Michael Hussey,Australia,Batsman,121,15000000,CSK,2015,"1,50,00,000"
1658,Mithun Manhas,India,All-Rounder,311,3000000,CSK,2015,"30,00,000"
1659,Mohit Sharma,India,Bowler,73,20000000,CSK,2015,"2,00,00,000"
1660,MS Dhoni,India,Wicketkeeper Batsman,1,125000000,CSK,2015,"12,50,00,000"
1661,Pawan Negi,India,Bowler,132,1000000,CSK,2015,"10,00,000"
1662,Pratyush Singh,India,Bowler,550,1000000,CSK,2015,"10,00,000"
1663,Rahul Sharma,India,Bowler,269,3000000,CSK,2015,"30,00,000"
1664,Ravichandran Ashwin,India,All-Rounder,15,75000000,CSK,2015,"7,50,00,000"
1665,Ravindra Jadeja,India,All-Rounder,11,55000000,CSK,2015,"5,50,00,000"
1666,Ronit More,India,Bowler,546,1000000,CSK,2015,"10,00,000"
1667,Samuel Badree,West Indies,Bowler,322,3000000,CSK,2015,"30,00,000"
1668,Suresh Raina,India,Batsman,4,95000000,CSK,2015,"9,50,00,000"
1669,Albie Morkel,South Africa,All-Rounder,95,3000000,DC,2015,"30,00,000"
1670,Amit Mishra,India,Bowler,46,35000000,DC,2015,"3,50,00,000"
1671,Angelo Mathews,Sri Lanka,All-Rounder,80,75000000,DC,2015,"7,50,00,000"
1672,Chidhambaram Gautam,India,Wicketkeeper Batsman,421,2000000,DC,2015,"20,00,000"
1673,DJ Muthuswami,India,Bowler,425,7500000,DC,2015,"75,00,000"
1674,Gurinder Sandhu,Australia,Bowler,325,17000000,DC,2015,"1,70,00,000"
1675,Imran Tahir,South Africa,Bowler,187,10000000,DC,2015,"1,00,00,000"
1676,Jayant Yadav,India,Bowler,287,1000000,DC,2015,"10,00,000"
1677,Jaydev Unadkat,India,Bowler,44,11000000,DC,2015,"1,10,00,000"
1678,Jean-Paul Duminy,South Africa,All-Rounder,82,22000000,DC,2015,"2,20,00,000"
1679,Kedar Jadhav,India,All-Rounder,52,20000000,DC,2015,"2,00,00,000"
1680,KK jiyas,India,Bowler,714,1000000,DC,2015,"10,00,000"
1681,Manoj Tiwary,India,Batsman,89,28000000,DC,2015,"2,80,00,000"
1682,Marcus Stoinis,Australia,Batsman,83,2500000,DC,2015,"25,00,000"
1683,Mayank Agarwal,India,Batsman,157,16000000,DC,2015,"1,60,00,000"
1684,Mohammed Shami,India,Bowler,48,42500000,DC,2015,"4,25,00,000"
1685,Nathan Coulter-Nile,Australia,Bowler,54,42500000,DC,2015,"4,25,00,000"
1686,Quinton de Kock,South Africa,Wicketkeeper Batsman,71,35000000,DC,2015,"3,50,00,000"
1687,Saurabh Tiwary,India,Batsman,65,7000000,DC,2015,"70,00,000"
1688,Shahbaz Nadeem,India,Bowler,106,8500000,DC,2015,"85,00,000"
1689,Shreyas Iyer,India,Batsman,45,26000000,DC,2015,"2,60,00,000"
1690,Srikar Bharat,India,Wicketkeeper Batsman,713,1000000,DC,2015,"10,00,000"
1691,Travis Head,Australia,Batsman,351,3000000,DC,2015,"30,00,000"
1692,Yuvraj Singh,India,Batsman,8,160000000,DC,2015,"16,00,00,000"
1693,Zaheer Khan,India,Bowler,57,40000000,DC,2015,"4,00,00,000"
1694,Aditya Garhwal,India,All-Rounder,575,2500000,KKR,2015,"25,00,000"
1695,Andre Russell,West Indies,All-Rounder,38,6000000,KKR,2015,"60,00,000"
1696,Azhar Mahmood,Pakistan,All-Rounder,280,5000000,KKR,2015,"50,00,000"
1697,Brad Hogg,Australia,All-Rounder,270,5000000,KKR,2015,"50,00,000"
1698,Chris Lynn,Australia,Batsman,63,13000000,KKR,2015,"1,30,00,000"
1699,Gautam Gambhir,India,Batsman,7,125000000,KKR,2015,"12,50,00,000"
1700,James Neesham,New Zealand,All-Rounder,301,5000000,KKR,2015,"50,00,000"
1701,Johan Botha,South Africa,All-Rounder,139,10000000,KKR,2015,"1,00,00,000"
1702,KC Cariappa,India,Bowler,225,24000000,KKR,2015,"2,40,00,000"
1703,Kuldeep Yadav,India,Bowler,74,4000000,KKR,2015,"40,00,000"
1704,Manish Pandey,India,Batsman,26,17000000,KKR,2015,"1,70,00,000"
1705,Morne Morkel,South Africa,Bowler,111,28000000,KKR,2015,"2,80,00,000"
1706,Pat Cummins,Australia,Bowler,43,10000000,KKR,2015,"1,00,00,000"
1707,Piyush Chawla,India,All-Rounder,24,42500000,KKR,2015,"4,25,00,000"
1708,Robin Uthappa,India,Batsman,9,50000000,KKR,2015,"5,00,00,000"
1709,Ryan ten Doeschate,Netherlands,All-Rounder,229,10000000,KKR,2015,"1,00,00,000"
1710,Shakib Al Hasan,Bangladesh,All-Rounder,76,28000000,KKR,2015,"2,80,00,000"
1711,Sheldon Jackson,India,Wicketkeeper Batsman,424,1500000,KKR,2015,"15,00,000"
1712,Sumit Narwal,India,All-Rounder,400,1000000,KKR,2015,"10,00,000"
1713,Sunil Narine,West Indies,Bowler,6,95000000,KKR,2015,"9,50,00,000"
1714,Suryakumar Yadav,India,Batsman,113,7000000,KKR,2015,"70,00,000"
1715,Umesh Yadav,India,Bowler,50,26000000,KKR,2015,"2,60,00,000"
1716,Vaibhav Rawal,India,Batsman,715,1000000,KKR,2015,"10,00,000"
1717,Veer Pratap Singh,India,Bowler,378,4000000,KKR,2015,"40,00,000"
1718,Yusuf Pathan,India,All-Rounder,27,32500000,KKR,2015,"3,25,00,000"
1719,Anureet Singh,India,Bowler,360,2000000,KXIP,2015,"20,00,000"
1720,Axar Patel,India,All-Rounder,75,7500000,KXIP,2015,"75,00,000"
1721,Beuran Hendricks,South Africa,Bowler,247,18000000,KXIP,2015,"1,80,00,000"
1722,David Miller,South Africa,Batsman,20,125000000,KXIP,2015,"12,50,00,000"
1723,George Bailey,Australia,Batsman,179,32500000,KXIP,2015,"3,25,00,000"
1724,Glenn Maxwell,Australia,All-Rounder,18,60000000,KXIP,2015,"6,00,00,000"
1725,Gurkeerat Singh Mann ,India,Batsman,191,13000000,KXIP,2015,"1,30,00,000"
1726,Karanveer Singh,India,Bowler,607,1000000,KXIP,2015,"10,00,000"
1727,Manan Vohra,India,Batsman,91,40000000,KXIP,2015,"4,00,00,000"
1728,Mitchell Johnson,Australia,Bowler,66,65000000,KXIP,2015,"6,50,00,000"
1729,Murali Vijay,India,Batsman,56,30000000,KXIP,2015,"3,00,00,000"
1730,Nikhil Naik,India,Wicketkeeper Batsman,350,3000000,KXIP,2015,"30,00,000"
1731,Parvinder Awana,India,Batsman,324,6500000,KXIP,2015,"65,00,000"
1732,Rishi Dhawan,India,All-Rounder,164,30000000,KXIP,2015,"3,00,00,000"
1733,Sandeep Sharma,India,Bowler,116,8500000,KXIP,2015,"85,00,000"
1734,Shardul Thakur,India,Bowler,155,2000000,KXIP,2015,"20,00,000"
1735,Shaun Marsh,Australia,Batsman,120,22000000,KXIP,2015,"2,20,00,000"
1736,Shivam Sharma,India,Bowler,606,1000000,KXIP,2015,"10,00,000"
1737,Thisara Perera,Sri Lanka,All-Rounder,143,22500000,KXIP,2015,"2,25,00,000"
1738,Virender Sehwag,India,Batsman,37,32000000,KXIP,2015,"3,20,00,000"
1739,Wriddhiman Saha,India,Wicketkeeper Batsman,97,22000000,KXIP,2015,"2,20,00,000"
1740,Yogesh Golwalkar,India,Bowler,712,1000000,KXIP,2015,"10,00,000"
1741,Aaron Finch,Australia,Batsman,85,32000000,MI,2015,"3,20,00,000"
1742,Abhimanyu Mithun,India,Bowler,220,3000000,MI,2015,"30,00,000"
1743,Aditya Tare,India,Wicketkeeper Batsman,201,16000000,MI,2015,"1,60,00,000"
1744,Aiden Blizzard,Australia,Batsman,471,3000000,MI,2015,"30,00,000"
